"","state","Date"
"21100","TN",2012-01-28
"21101","AZ",2012-01-28
"21686","CA",2012-01-28
"21687","MN",2012-01-28
"21688","NC",2012-01-28
"20789","ME",2012-01-29
"20790","WI",2012-01-29
"21683","WI",2012-01-29
"21684","WI",2012-01-29
"21685","TX",2012-01-29
"20114","MA",2012-01-30
"20783","FL",2012-01-30
"20784","ME",2012-01-30
"20785","CT",2012-01-30
"20786","CA",2012-01-30
"20787","MT",2012-01-30
"20788","NC",2012-01-30
"21098","WI",2012-01-30
"21680","IL",2012-01-30
"21681","CA",2012-01-30
"21682","OR",2012-01-30
"21095","OR",2012-01-31
"21096","NY",2012-01-31
"21097","AZ",2012-01-31
"495","FL",2012-02-01
"21369","CA",2012-02-01
"21370","TX",2012-02-01
"21371","MD",2012-02-01
"21372","NH",2012-02-01
"21373","TX",2012-02-01
"21374","TX",2012-02-01
"21375","TX",2012-02-01
"21376","TX",2012-02-01
"21377","WA",2012-02-01
"21378","TX",2012-02-01
"21379","TX",2012-02-01
"21380","VA",2012-02-01
"21381","TX",2012-02-01
"21382","AR",2012-02-01
"21383","MO",2012-02-01
"21384","VT",2012-02-01
"21385","NY",2012-02-01
"21386","IL",2012-02-01
"21387","MD",2012-02-01
"21363","WA",2012-02-02
"21364","OR",2012-02-02
"21365","WA",2012-02-02
"21366","TX",2012-02-02
"21367","WA",2012-02-02
"21368","UT",2012-02-02
"21351","WV",2012-02-03
"21352","NC",2012-02-03
"21353","WA",2012-02-03
"21354","WV",2012-02-03
"21355","VA",2012-02-03
"21356","OR",2012-02-03
"21357","WA",2012-02-03
"21358","AZ",2012-02-03
"21359","CA",2012-02-03
"21360","FL",2012-02-03
"21361","CA",2012-02-03
"21362","OH",2012-02-03
"21336","AZ",2012-02-04
"21337","CT",2012-02-04
"21338","CA",2012-02-04
"21339","NJ",2012-02-04
"21340","KY",2012-02-04
"21341","OH",2012-02-04
"21342","CA",2012-02-04
"21343","CA",2012-02-04
"21344","MA",2012-02-04
"21345","MN",2012-02-04
"21346","MI",2012-02-04
"21347","CA",2012-02-04
"21348","NE",2012-02-04
"21349","WA",2012-02-04
"21350","TN",2012-02-04
"21323","NY",2012-02-05
"21324","MO",2012-02-05
"21325","KS",2012-02-05
"21326","PA",2012-02-05
"21327","GA",2012-02-05
"21328","NY",2012-02-05
"21329","CA",2012-02-05
"21330","WA",2012-02-05
"21331","OK",2012-02-05
"21332","UT",2012-02-05
"21333","CA",2012-02-05
"21334","OH",2012-02-05
"21335","CA",2012-02-05
"41029","TX",2012-02-05
"21309","CA",2012-02-06
"21310","NY",2012-02-06
"21311","WA",2012-02-06
"21312","CA",2012-02-06
"21313","NM",2012-02-06
"21314","UT",2012-02-06
"21315","OH",2012-02-06
"21316","NY",2012-02-06
"21317","MI",2012-02-06
"21318","NY",2012-02-06
"21319","NM",2012-02-06
"21320","ID",2012-02-06
"21321","OH",2012-02-06
"21322","WV",2012-02-06
"21304","AL",2012-02-07
"21305","CA",2012-02-07
"21306","NJ",2012-02-07
"21307","NV",2012-02-07
"21308","OR",2012-02-07
"21299","WA",2012-02-08
"21300","CA",2012-02-08
"21301","NV",2012-02-08
"21302","WI",2012-02-08
"21303","VA",2012-02-08
"21294","OH",2012-02-09
"21295","MI",2012-02-09
"21296","AZ",2012-02-09
"21297","AL",2012-02-09
"21298","CA",2012-02-09
"21287","NY",2012-02-10
"21288","CA",2012-02-10
"21289","FL",2012-02-10
"21290","TX",2012-02-10
"21291","CA",2012-02-10
"21292","FL",2012-02-10
"21293","FL",2012-02-10
"21282","NH",2012-02-11
"21283","FL",2012-02-11
"21284","NH",2012-02-11
"21285","AK",2012-02-11
"21286","IL",2012-02-11
"21272","IA",2012-02-12
"21273","OK",2012-02-12
"21274","MI",2012-02-12
"21275","FL",2012-02-12
"21276","GA",2012-02-12
"21277","TX",2012-02-12
"21278","PA",2012-02-12
"21279","AK",2012-02-12
"21280","SC",2012-02-12
"21281","VA",2012-02-12
"41208","TN",2012-02-12
"494","CA",2012-02-13
"21267","SD",2012-02-13
"21268","NY",2012-02-13
"21269","CA",2012-02-13
"21270","VA",2012-02-13
"21271","VA",2012-02-13
"21261","CA",2012-02-14
"21262","UT",2012-02-14
"21263","CA",2012-02-14
"21264","CO",2012-02-14
"21265","UT",2012-02-14
"21266","MA",2012-02-14
"21252","CA",2012-02-15
"21253","FL",2012-02-15
"21254","MD",2012-02-15
"21255","FL",2012-02-15
"21256","NY",2012-02-15
"21257","KY",2012-02-15
"21258","AZ",2012-02-15
"21259","AZ",2012-02-15
"21260","CT",2012-02-15
"21246","GA",2012-02-16
"21247","AZ",2012-02-16
"21248","MI",2012-02-16
"21249","FL",2012-02-16
"21250","FL",2012-02-16
"21251","FL",2012-02-16
"21237","NY",2012-02-17
"21238","FL",2012-02-17
"21239","GA",2012-02-17
"21240","OH",2012-02-17
"21241","NC",2012-02-17
"21242","NY",2012-02-17
"21243","CT",2012-02-17
"21244","IL",2012-02-17
"21245","WA",2012-02-17
"21231","NH",2012-02-18
"21232","WA",2012-02-18
"21233","PA",2012-02-18
"21234","WA",2012-02-18
"21235","VT",2012-02-18
"21236","OR",2012-02-18
"21223","IL",2012-02-19
"21224","FL",2012-02-19
"21225","CA",2012-02-19
"21226","OR",2012-02-19
"21227","CT",2012-02-19
"21228","KY",2012-02-19
"21229","IA",2012-02-19
"21230","FL",2012-02-19
"21217","SC",2012-02-20
"21218","CO",2012-02-20
"21219","AR",2012-02-20
"21220","NC",2012-02-20
"21221","VT",2012-02-20
"21222","IL",2012-02-20
"21212","ME",2012-02-21
"21213","IL",2012-02-21
"21214","VA",2012-02-21
"21215","WA",2012-02-21
"21216","TN",2012-02-21
"21205","AR",2012-02-22
"21206","NM",2012-02-22
"21207","MI",2012-02-22
"21208","GA",2012-02-22
"21209","MN",2012-02-22
"21210","CA",2012-02-22
"21211","AZ",2012-02-22
"21202","WI",2012-02-23
"21203","VA",2012-02-23
"21204","IL",2012-02-23
"21545","WA",2012-02-23
"21807","AZ",2012-02-23
"21200","PA",2012-02-24
"21201","OK",2012-02-24
"21803","CT",2012-02-24
"21804","UT",2012-02-24
"21805","NV",2012-02-24
"21806","KS",2012-02-24
"21796","IN",2012-02-25
"21797","OK",2012-02-25
"21798","MI",2012-02-25
"21799","MO",2012-02-25
"21800","MN",2012-02-25
"21801","VA",2012-02-25
"21802","MO",2012-02-25
"21544","MO",2012-02-26
"21789","MI",2012-02-26
"21790","VA",2012-02-26
"21791","WI",2012-02-26
"21792","WA",2012-02-26
"21793","MI",2012-02-26
"21794","AR",2012-02-26
"21795","NY",2012-02-26
"21784","CA",2012-02-27
"21785","MS",2012-02-27
"21786","KS",2012-02-27
"21787","MI",2012-02-27
"21788","WA",2012-02-27
"41213","RI",2012-02-27
"21199","NH",2012-02-28
"21542","PA",2012-02-28
"21543","NY",2012-02-28
"21782","CT",2012-02-28
"21783","FL",2012-02-28
"21198","FL",2012-02-29
"21540","FL",2012-02-29
"21541","AZ",2012-02-29
"21781","SC",2012-02-29
"22215","VA",2012-02-29
"41028","CO",2012-02-29
"21630","PA",2012-03-01
"21631","SC",2012-03-01
"21632","UT",2012-03-01
"21633","FL",2012-03-01
"21893","FL",2012-03-01
"23087","IN",2012-03-01
"21626","WA",2012-03-02
"21627","MA",2012-03-02
"21628","AK",2012-03-02
"21629","MD",2012-03-02
"22379","FL",2012-03-02
"22380","FL",2012-03-02
"22381","OH",2012-03-02
"22382","CA",2012-03-02
"21617","NY",2012-03-03
"21618","FL",2012-03-03
"21619","VA",2012-03-03
"21620","AK",2012-03-03
"21621","NC",2012-03-03
"21622","FL",2012-03-03
"21623","MD",2012-03-03
"21624","NC",2012-03-03
"21625","CA",2012-03-03
"22252","UT",2012-03-03
"22253","CA",2012-03-03
"22377","IL",2012-03-03
"22378","FL",2012-03-03
"21612","CA",2012-03-04
"21613","IN",2012-03-04
"21614","CA",2012-03-04
"21615","TX",2012-03-04
"21616","UT",2012-03-04
"21609","NY",2012-03-05
"21610","IA",2012-03-05
"21611","AZ",2012-03-05
"21892","VA",2012-03-05
"22246","GA",2012-03-05
"22247","NE",2012-03-05
"22248","VT",2012-03-05
"22249","WA",2012-03-05
"22250","NJ",2012-03-05
"22251","HI",2012-03-05
"23086","PA",2012-03-05
"22240","CA",2012-03-06
"22241","IL",2012-03-06
"22242","CA",2012-03-06
"22243","MI",2012-03-06
"22244","NM",2012-03-06
"22245","CT",2012-03-06
"21608","NY",2012-03-07
"21889","NY",2012-03-07
"21890","IL",2012-03-07
"21891","GA",2012-03-07
"22237","MI",2012-03-07
"22238","OH",2012-03-07
"22239","FL",2012-03-07
"23085","CA",2012-03-07
"21884","NY",2012-03-08
"21885","CA",2012-03-08
"21886","WA",2012-03-08
"21887","MD",2012-03-08
"21888","KS",2012-03-08
"23084","PA",2012-03-08
"21607","CA",2012-03-09
"21881","WI",2012-03-09
"21882","WI",2012-03-09
"21883","CA",2012-03-09
"22235","WI",2012-03-09
"22236","CA",2012-03-09
"23082","PA",2012-03-09
"23083","AZ",2012-03-09
"21600","CA",2012-03-10
"21601","FL",2012-03-10
"21602","NC",2012-03-10
"21603","NC",2012-03-10
"21604","TN",2012-03-10
"21605","CA",2012-03-10
"21606","AZ",2012-03-10
"21875","MO",2012-03-10
"21876","WI",2012-03-10
"21877","NY",2012-03-10
"21878","NH",2012-03-10
"21879","NC",2012-03-10
"21880","CA",2012-03-10
"22233","FL",2012-03-10
"22234","FL",2012-03-10
"23079","FL",2012-03-10
"23080","MO",2012-03-10
"23081","NV",2012-03-10
"41032","CA",2012-03-10
"21593","NY",2012-03-11
"21594","SC",2012-03-11
"21595","OR",2012-03-11
"21596","NY",2012-03-11
"21597","ME",2012-03-11
"21598","IL",2012-03-11
"21599","OH",2012-03-11
"22231","SC",2012-03-11
"22232","NY",2012-03-11
"22224","OH",2012-03-12
"22225","AK",2012-03-12
"22226","MO",2012-03-12
"22227","NY",2012-03-12
"22228","WA",2012-03-12
"22229","OH",2012-03-12
"22230","OH",2012-03-12
"21587","NC",2012-03-13
"21588","MN",2012-03-13
"21589","IN",2012-03-13
"21590","MD",2012-03-13
"21591","IN",2012-03-13
"21592","FL",2012-03-13
"21871","NY",2012-03-13
"21872","WA",2012-03-13
"21873","OH",2012-03-13
"21874","PA",2012-03-13
"22222","FL",2012-03-13
"22223","TX",2012-03-13
"41042","OH",2012-03-13
"21579","NY",2012-03-14
"21580","MN",2012-03-14
"21581","MN",2012-03-14
"21582","NC",2012-03-14
"21583","NY",2012-03-14
"21584","CA",2012-03-14
"21585","TX",2012-03-14
"21586","CO",2012-03-14
"21865","OH",2012-03-14
"21866","NY",2012-03-14
"21867","MI",2012-03-14
"21868","MT",2012-03-14
"21869","NC",2012-03-14
"21870","MA",2012-03-14
"22221","NC",2012-03-14
"23077","WA",2012-03-14
"23078","SC",2012-03-14
"21575","AZ",2012-03-15
"21576","VA",2012-03-15
"21577","CO",2012-03-15
"21578","UT",2012-03-15
"21861","IL",2012-03-15
"21862","NY",2012-03-15
"21863","SC",2012-03-15
"21864","AZ",2012-03-15
"21855","GA",2012-03-16
"21856","LA",2012-03-16
"21857","PA",2012-03-16
"21858","NY",2012-03-16
"21859","IL",2012-03-16
"21860","IL",2012-03-16
"22217","GA",2012-03-16
"22218","AZ",2012-03-16
"22219","OH",2012-03-16
"22220","VA",2012-03-16
"23076","FL",2012-03-16
"41221","NC",2012-03-16
"21568","MN",2012-03-17
"21569","LA",2012-03-17
"21570","WA",2012-03-17
"21571","MI",2012-03-17
"21572","IL",2012-03-17
"21573","IL",2012-03-17
"21574","IN",2012-03-17
"21808","FL",2012-03-17
"21809","AZ",2012-03-17
"21853","WI",2012-03-17
"21854","CA",2012-03-17
"22216","FL",2012-03-17
"21550","FL",2012-03-18
"21551","IN",2012-03-18
"21552","FL",2012-03-18
"21553","MD",2012-03-18
"21554","VA",2012-03-18
"21555","NH",2012-03-18
"21556","IA",2012-03-18
"21557","IN",2012-03-18
"21558","WA",2012-03-18
"21559","NY",2012-03-18
"21560","IL",2012-03-18
"21561","CA",2012-03-18
"21562","MI",2012-03-18
"21563","MO",2012-03-18
"21564","MI",2012-03-18
"21565","WI",2012-03-18
"21566","PA",2012-03-18
"21567","SD",2012-03-18
"41211","RI",2012-03-18
"497","WV",2012-03-19
"21492","CA",2012-03-19
"21493","IL",2012-03-19
"21494","ID",2012-03-19
"21546","IN",2012-03-19
"21547","CA",2012-03-19
"21548","PA",2012-03-19
"21549","CA",2012-03-19
"23075","NY",2012-03-19
"496","NY",2012-03-20
"21480","MA",2012-03-20
"21481","CA",2012-03-20
"21482","FL",2012-03-20
"21483","AZ",2012-03-20
"21484","WI",2012-03-20
"21485","RI",2012-03-20
"21486","MA",2012-03-20
"21487","CT",2012-03-20
"21488","AZ",2012-03-20
"21489","MO",2012-03-20
"21490","NY",2012-03-20
"21491","TX",2012-03-20
"41031","CA",2012-03-20
"41210","SC",2012-03-20
"21471","OH",2012-03-21
"21472","NV",2012-03-21
"21473","CO",2012-03-21
"21474","IN",2012-03-21
"21475","PA",2012-03-21
"21476","CA",2012-03-21
"21477","AZ",2012-03-21
"21478","OH",2012-03-21
"21479","NY",2012-03-21
"21466","AZ",2012-03-22
"21467","CA",2012-03-22
"21468","LA",2012-03-22
"21469","TX",2012-03-22
"21470","ME",2012-03-22
"21452","TN",2012-03-23
"21453","IL",2012-03-23
"21454","IN",2012-03-23
"21455","TX",2012-03-23
"21456","CA",2012-03-23
"21457","WV",2012-03-23
"21458","TX",2012-03-23
"21459","VA",2012-03-23
"21460","FL",2012-03-23
"21461","AZ",2012-03-23
"21462","SC",2012-03-23
"21463","NY",2012-03-23
"21464","MA",2012-03-23
"21465","CA",2012-03-23
"21434","WA",2012-03-24
"21435","MO",2012-03-24
"21436","OK",2012-03-24
"21437","FL",2012-03-24
"21438","NY",2012-03-24
"21439","NY",2012-03-24
"21440","CT",2012-03-24
"21441","AZ",2012-03-24
"21442","NY",2012-03-24
"21443","SC",2012-03-24
"21444","MT",2012-03-24
"21445","PA",2012-03-24
"21446","IL",2012-03-24
"21447","FL",2012-03-24
"21448","WA",2012-03-24
"21449","IA",2012-03-24
"21450","GA",2012-03-24
"21451","NJ",2012-03-24
"41030","NY",2012-03-24
"21425","KS",2012-03-25
"21426","GA",2012-03-25
"21427","MA",2012-03-25
"21428","OH",2012-03-25
"21429","IL",2012-03-25
"21430","CA",2012-03-25
"21431","FL",2012-03-25
"21432","AL",2012-03-25
"21433","IA",2012-03-25
"21420","NC",2012-03-26
"21421","CO",2012-03-26
"21422","CT",2012-03-26
"21423","MO",2012-03-26
"21424","FL",2012-03-26
"41209","MI",2012-03-26
"21408","MT",2012-03-27
"21409","IL",2012-03-27
"21410","MT",2012-03-27
"21411","NC",2012-03-27
"21412","NC",2012-03-27
"21413","PA",2012-03-27
"21414","FL",2012-03-27
"21415","FL",2012-03-27
"21416","NJ",2012-03-27
"21417","PA",2012-03-27
"21418","MD",2012-03-27
"21419","MI",2012-03-27
"21406","IL",2012-03-28
"21407","CO",2012-03-28
"21396","KY",2012-03-29
"21397","WI",2012-03-29
"21398","CA",2012-03-29
"21399","AZ",2012-03-29
"21400","WI",2012-03-29
"21401","LA",2012-03-29
"21402","PA",2012-03-29
"21403","CA",2012-03-29
"21404","KY",2012-03-29
"21405","MT",2012-03-29
"21391","UT",2012-03-30
"21392","AZ",2012-03-30
"21393","FL",2012-03-30
"21394","IA",2012-03-30
"21395","FL",2012-03-30
"21388","MS",2012-03-31
"21389","FL",2012-03-31
"21390","OK",2012-03-31
"21753","WV",2012-04-01
"21754","IL",2012-04-01
"21755","ID",2012-04-01
"21756","CA",2012-04-01
"21985","OR",2012-04-01
"21986","VT",2012-04-01
"22660","GA",2012-04-01
"22661","CA",2012-04-01
"23274","AR",2012-04-01
"23275","CA",2012-04-01
"23276","FL",2012-04-01
"41036","FL",2012-04-01
"21752","CA",2012-04-02
"21983","IA",2012-04-02
"21984","NC",2012-04-02
"22658","KY",2012-04-02
"22659","CA",2012-04-02
"23272","UT",2012-04-02
"23273","TX",2012-04-02
"21750","WV",2012-04-03
"21751","WA",2012-04-03
"21982","OR",2012-04-03
"22657","CA",2012-04-03
"23271","CT",2012-04-03
"21980","MO",2012-04-04
"21981","VT",2012-04-04
"22655","NC",2012-04-04
"22656","FL",2012-04-04
"23269","OH",2012-04-04
"23270","NM",2012-04-04
"21749","CA",2012-04-05
"21978","FL",2012-04-05
"21979","CT",2012-04-05
"23268","IL",2012-04-05
"21747","MA",2012-04-06
"21748","IL",2012-04-06
"21976","AK",2012-04-06
"21977","PA",2012-04-06
"22653","KY",2012-04-06
"22654","NV",2012-04-06
"23264","TX",2012-04-06
"23265","CA",2012-04-06
"23266","UT",2012-04-06
"23267","IL",2012-04-06
"21743","FL",2012-04-07
"21744","MI",2012-04-07
"21745","IL",2012-04-07
"21746","GA",2012-04-07
"21972","ID",2012-04-07
"21973","NC",2012-04-07
"21974","NY",2012-04-07
"21975","FL",2012-04-07
"22649","TX",2012-04-07
"22650","CA",2012-04-07
"22651","IN",2012-04-07
"22652","WA",2012-04-07
"23260","AL",2012-04-07
"23261","FL",2012-04-07
"23262","TX",2012-04-07
"23263","NY",2012-04-07
"501","WA",2012-04-08
"21741","CA",2012-04-08
"21742","CT",2012-04-08
"21969","OH",2012-04-08
"21970","MN",2012-04-08
"21971","CA",2012-04-08
"22552","FL",2012-04-08
"22553","VA",2012-04-08
"23259","MO",2012-04-08
"499","IA",2012-04-09
"21740","NC",2012-04-09
"21967","MD",2012-04-09
"21968","CA",2012-04-09
"22548","TX",2012-04-09
"22549","NC",2012-04-09
"22550","CA",2012-04-09
"22551","MD",2012-04-09
"23256","MO",2012-04-09
"23257","NC",2012-04-09
"23258","CA",2012-04-09
"21738","CA",2012-04-10
"21739","TX",2012-04-10
"21965","CO",2012-04-10
"21966","AZ",2012-04-10
"22544","FL",2012-04-10
"22545","NY",2012-04-10
"22546","KY",2012-04-10
"22547","PA",2012-04-10
"23253","MD",2012-04-10
"23254","TX",2012-04-10
"23255","WV",2012-04-10
"21735","MD",2012-04-11
"21736","MD",2012-04-11
"21737","MS",2012-04-11
"21959","TN",2012-04-11
"21960","MN",2012-04-11
"21961","NC",2012-04-11
"21962","IL",2012-04-11
"21963","LA",2012-04-11
"21964","IL",2012-04-11
"22539","IN",2012-04-11
"22540","IA",2012-04-11
"22541","WI",2012-04-11
"22542","IL",2012-04-11
"22543","IA",2012-04-11
"23248","HI",2012-04-11
"23249","FL",2012-04-11
"23250","WI",2012-04-11
"23251","OH",2012-04-11
"23252","NE",2012-04-11
"41033","NC",2012-04-11
"41212","ND",2012-04-11
"21732","WA",2012-04-12
"21733","ME",2012-04-12
"21734","NJ",2012-04-12
"21956","TN",2012-04-12
"21957","CA",2012-04-12
"21958","CA",2012-04-12
"22537","SC",2012-04-12
"22538","VA",2012-04-12
"23245","PA",2012-04-12
"23246","IL",2012-04-12
"23247","FL",2012-04-12
"21731","LA",2012-04-13
"21955","FL",2012-04-13
"22535","IN",2012-04-13
"22536","CT",2012-04-13
"23244","CT",2012-04-13
"21730","ND",2012-04-14
"22534","KY",2012-04-14
"23115","NC",2012-04-14
"23237","CA",2012-04-14
"23238","AZ",2012-04-14
"23239","CA",2012-04-14
"23240","TX",2012-04-14
"23241","IL",2012-04-14
"23242","GA",2012-04-14
"23243","MI",2012-04-14
"21726","NY",2012-04-15
"21727","KS",2012-04-15
"21728","TN",2012-04-15
"21729","SC",2012-04-15
"21954","FL",2012-04-15
"23114","NY",2012-04-15
"21672","FL",2012-04-16
"21673","MA",2012-04-16
"21674","AZ",2012-04-16
"21675","ME",2012-04-16
"21676","ME",2012-04-16
"21677","CA",2012-04-16
"21678","CA",2012-04-16
"21725","OH",2012-04-16
"22533","PA",2012-04-16
"23113","NC",2012-04-16
"515","NV",2012-04-17
"21671","CA",2012-04-17
"22532","NM",2012-04-17
"23102","FL",2012-04-17
"23103","TX",2012-04-17
"23104","IN",2012-04-17
"23105","CO",2012-04-17
"23106","MI",2012-04-17
"23107","LA",2012-04-17
"23108","FL",2012-04-17
"23109","CA",2012-04-17
"23110","SC",2012-04-17
"23111","NH",2012-04-17
"23112","MN",2012-04-17
"21670","CA",2012-04-18
"21953","ME",2012-04-18
"22521","IN",2012-04-18
"22522","MI",2012-04-18
"22523","CT",2012-04-18
"22524","CA",2012-04-18
"22525","CA",2012-04-18
"22526","MO",2012-04-18
"22527","AR",2012-04-18
"22528","VA",2012-04-18
"22529","CA",2012-04-18
"22530","NY",2012-04-18
"22531","AL",2012-04-18
"21666","NV",2012-04-19
"21667","OH",2012-04-19
"21668","CA",2012-04-19
"21669","PA",2012-04-19
"22519","WI",2012-04-19
"22520","TX",2012-04-19
"41049","MI",2012-04-19
"41228","ME",2012-04-19
"21663","NY",2012-04-20
"21664","FL",2012-04-20
"21665","TX",2012-04-20
"21952","IN",2012-04-20
"22512","NC",2012-04-20
"22513","ID",2012-04-20
"22514","KS",2012-04-20
"22515","IA",2012-04-20
"22516","FL",2012-04-20
"22517","PA",2012-04-20
"22518","ND",2012-04-20
"21656","IL",2012-04-21
"21657","NV",2012-04-21
"21658","NY",2012-04-21
"21659","UT",2012-04-21
"21660","UT",2012-04-21
"21661","CA",2012-04-21
"21662","NC",2012-04-21
"21945","WY",2012-04-21
"21946","WA",2012-04-21
"21947","OR",2012-04-21
"21948","WA",2012-04-21
"21949","WA",2012-04-21
"21950","WA",2012-04-21
"21951","MO",2012-04-21
"22416","CA",2012-04-21
"22417","CO",2012-04-21
"23099","NV",2012-04-21
"23100","CA",2012-04-21
"23101","WA",2012-04-21
"498","WA",2012-04-22
"21653","CA",2012-04-22
"21654","WA",2012-04-22
"21655","GA",2012-04-22
"21897","FL",2012-04-22
"21898","CA",2012-04-22
"21899","CA",2012-04-22
"22415","IN",2012-04-22
"23097","TX",2012-04-22
"23098","WA",2012-04-22
"21650","NC",2012-04-23
"21651","IL",2012-04-23
"21652","KS",2012-04-23
"22411","PA",2012-04-23
"22412","GA",2012-04-23
"22413","NM",2012-04-23
"22414","TX",2012-04-23
"23096","AK",2012-04-23
"21647","IA",2012-04-24
"21648","OR",2012-04-24
"21649","WA",2012-04-24
"22407","AZ",2012-04-24
"22408","NC",2012-04-24
"22409","MS",2012-04-24
"22410","IN",2012-04-24
"22400","ND",2012-04-25
"22401","NY",2012-04-25
"22402","MS",2012-04-25
"22403","GA",2012-04-25
"22404","GA",2012-04-25
"22405","FL",2012-04-25
"22406","TX",2012-04-25
"21643","KY",2012-04-26
"21644","GA",2012-04-26
"21645","AZ",2012-04-26
"21646","IL",2012-04-26
"21894","TX",2012-04-26
"21895","IN",2012-04-26
"21896","PA",2012-04-26
"22397","CO",2012-04-26
"22398","IA",2012-04-26
"22399","CA",2012-04-26
"23095","FL",2012-04-26
"22388","PA",2012-04-27
"22389","IL",2012-04-27
"22390","CA",2012-04-27
"22391","NC",2012-04-27
"22392","AR",2012-04-27
"22393","NY",2012-04-27
"22394","PA",2012-04-27
"22395","VA",2012-04-27
"22396","MI",2012-04-27
"21642","CA",2012-04-28
"22384","AZ",2012-04-28
"22385","MN",2012-04-28
"22386","AZ",2012-04-28
"22387","AK",2012-04-28
"23090","MI",2012-04-28
"23091","OR",2012-04-28
"23092","MN",2012-04-28
"23093","NC",2012-04-28
"23094","CA",2012-04-28
"21639","FL",2012-04-29
"21640","NY",2012-04-29
"21641","NM",2012-04-29
"22383","NY",2012-04-29
"23088","FL",2012-04-29
"23089","NJ",2012-04-29
"21634","AZ",2012-04-30
"21635","UT",2012-04-30
"21636","CA",2012-04-30
"21637","AZ",2012-04-30
"21638","MA",2012-04-30
"21852","GA",2012-05-01
"22266","UT",2012-05-01
"22267","SC",2012-05-01
"22816","IL",2012-05-01
"23442","IL",2012-05-01
"22265","MO",2012-05-02
"22814","NC",2012-05-02
"22815","TX",2012-05-02
"23440","MO",2012-05-02
"23441","MO",2012-05-02
"21850","NV",2012-05-03
"21851","TX",2012-05-03
"22263","AL",2012-05-03
"22264","NV",2012-05-03
"23439","WA",2012-05-03
"21849","IA",2012-05-04
"22261","CA",2012-05-04
"22262","NY",2012-05-04
"22812","TX",2012-05-04
"22813","NC",2012-05-04
"23437","UT",2012-05-04
"23438","FL",2012-05-04
"500","GA",2012-05-05
"508","AZ",2012-05-05
"21845","ME",2012-05-05
"21846","TN",2012-05-05
"21847","LA",2012-05-05
"21848","NY",2012-05-05
"22258","NY",2012-05-05
"22259","ID",2012-05-05
"22260","VT",2012-05-05
"22807","NC",2012-05-05
"22808","PA",2012-05-05
"22809","AZ",2012-05-05
"22810","WI",2012-05-05
"22811","OR",2012-05-05
"23352","CA",2012-05-05
"23353","CA",2012-05-05
"23354","FL",2012-05-05
"23355","NY",2012-05-05
"23356","CA",2012-05-05
"21843","IL",2012-05-06
"21844","CA",2012-05-06
"22254","IL",2012-05-06
"22255","IL",2012-05-06
"22256","NV",2012-05-06
"22257","IA",2012-05-06
"22805","CT",2012-05-06
"22806","IN",2012-05-06
"23349","KY",2012-05-06
"23350","NY",2012-05-06
"23351","FL",2012-05-06
"21841","CA",2012-05-07
"21842","FL",2012-05-07
"22167","LA",2012-05-07
"22804","WA",2012-05-07
"23347","OH",2012-05-07
"23348","NV",2012-05-07
"21838","CA",2012-05-08
"21839","AZ",2012-05-08
"21840","WA",2012-05-08
"22164","TX",2012-05-08
"22165","NC",2012-05-08
"22166","PA",2012-05-08
"22802","IL",2012-05-08
"22803","MN",2012-05-08
"23344","FL",2012-05-08
"23345","CA",2012-05-08
"23346","OR",2012-05-08
"23343","TX",2012-05-09
"22161","MT",2012-05-10
"22162","FL",2012-05-10
"22163","FL",2012-05-10
"22800","OH",2012-05-10
"22801","OH",2012-05-10
"21835","MD",2012-05-11
"21836","CA",2012-05-11
"21837","NC",2012-05-11
"22160","PA",2012-05-11
"22797","MN",2012-05-11
"22798","OH",2012-05-11
"22799","TN",2012-05-11
"23340","PA",2012-05-11
"23341","NC",2012-05-11
"23342","TX",2012-05-11
"41034","CA",2012-05-11
"21833","TX",2012-05-12
"21834","SD",2012-05-12
"22159","CA",2012-05-12
"22785","IL",2012-05-12
"22786","NJ",2012-05-12
"22787","CA",2012-05-12
"22788","OK",2012-05-12
"22789","NY",2012-05-12
"22790","SD",2012-05-12
"22791","AL",2012-05-12
"22792","OK",2012-05-12
"22793","MS",2012-05-12
"22794","MN",2012-05-12
"22795","PA",2012-05-12
"22796","CT",2012-05-12
"23330","MT",2012-05-12
"23331","WA",2012-05-12
"23332","NY",2012-05-12
"23333","IN",2012-05-12
"23334","OH",2012-05-12
"23335","RI",2012-05-12
"23336","MA",2012-05-12
"23337","TX",2012-05-12
"23338","RI",2012-05-12
"23339","MN",2012-05-12
"21832","NY",2012-05-13
"22152","WA",2012-05-13
"22153","WA",2012-05-13
"22154","CA",2012-05-13
"22155","IA",2012-05-13
"22156","CA",2012-05-13
"22157","OR",2012-05-13
"22158","WI",2012-05-13
"22783","IL",2012-05-13
"22784","OH",2012-05-13
"22147","MT",2012-05-14
"22148","OR",2012-05-14
"22149","ND",2012-05-14
"22150","MI",2012-05-14
"22151","KY",2012-05-14
"22139","FL",2012-05-15
"22140","NC",2012-05-15
"22141","OR",2012-05-15
"22142","PA",2012-05-15
"22143","IL",2012-05-15
"22144","OK",2012-05-15
"22145","CT",2012-05-15
"22146","IN",2012-05-15
"41040","CA",2012-05-15
"22134","CA",2012-05-16
"22135","GA",2012-05-16
"22136","CA",2012-05-16
"22137","IN",2012-05-16
"22138","MT",2012-05-16
"41219","MO",2012-05-16
"22132","NY",2012-05-17
"22133","MN",2012-05-17
"22079","MI",2012-05-18
"22123","MI",2012-05-18
