"","state","mday","month","year","Date"
"35600","TN",30,5,2006,2006-05-30
"35598","CA",31,5,2006,2006-05-31
"35599","WA",31,5,2006,2006-05-31
"35828","KS",1,6,2006,2006-06-01
"35829","ID",1,6,2006,2006-06-01
"35830","OK",1,6,2006,2006-06-01
"35831","TX",1,6,2006,2006-06-01
"35832","ID",1,6,2006,2006-06-01
"35833","NY",1,6,2006,2006-06-01
"35834","MI",1,6,2006,2006-06-01
"35835","PA",1,6,2006,2006-06-01
"35836","TX",1,6,2006,2006-06-01
"35837","NC",1,6,2006,2006-06-01
"35838","KS",1,6,2006,2006-06-01
"35826","TX",2,6,2006,2006-06-02
"35827","NM",2,6,2006,2006-06-02
"35825","CA",3,6,2006,2006-06-03
"35821","IL",4,6,2006,2006-06-04
"35822","IL",4,6,2006,2006-06-04
"35823","CA",4,6,2006,2006-06-04
"35824","KY",4,6,2006,2006-06-04
"35814","CA",5,6,2006,2006-06-05
"35815","FL",5,6,2006,2006-06-05
"35816","MT",5,6,2006,2006-06-05
"35817","WA",5,6,2006,2006-06-05
"35818","WA",5,6,2006,2006-06-05
"35819","CA",5,6,2006,2006-06-05
"35820","CA",5,6,2006,2006-06-05
"330","FL",6,6,2006,2006-06-06
"35801","FL",6,6,2006,2006-06-06
"35802","MT",6,6,2006,2006-06-06
"35803","MI",6,6,2006,2006-06-06
"35804","OR",6,6,2006,2006-06-06
"35805","WI",6,6,2006,2006-06-06
"35806","AZ",6,6,2006,2006-06-06
"35807","NJ",6,6,2006,2006-06-06
"35808","TX",6,6,2006,2006-06-06
"35809","NJ",6,6,2006,2006-06-06
"35810","ID",6,6,2006,2006-06-06
"35811","WY",6,6,2006,2006-06-06
"35812","CA",6,6,2006,2006-06-06
"35813","VA",6,6,2006,2006-06-06
"40925","FL",6,6,2006,2006-06-06
"329","MO",7,6,2006,2006-06-07
"35795","TX",7,6,2006,2006-06-07
"35796","IL",7,6,2006,2006-06-07
"35797","WA",7,6,2006,2006-06-07
"35798","IL",7,6,2006,2006-06-07
"35799","NJ",7,6,2006,2006-06-07
"35800","IL",7,6,2006,2006-06-07
"35794","TX",8,6,2006,2006-06-08
"35792","NC",9,6,2006,2006-06-09
"35793","TX",9,6,2006,2006-06-09
"35786","OH",10,6,2006,2006-06-10
"35787","WA",10,6,2006,2006-06-10
"35788","OR",10,6,2006,2006-06-10
"35789","IL",10,6,2006,2006-06-10
"35790","TN",10,6,2006,2006-06-10
"35791","WA",10,6,2006,2006-06-10
"35785","TX",11,6,2006,2006-06-11
"35778","LA",12,6,2006,2006-06-12
"35779","FL",12,6,2006,2006-06-12
"35780","CO",12,6,2006,2006-06-12
"35781","FL",12,6,2006,2006-06-12
"35782","GA",12,6,2006,2006-06-12
"35783","WA",12,6,2006,2006-06-12
"35784","TN",12,6,2006,2006-06-12
"35774","CA",13,6,2006,2006-06-13
"35775","TN",13,6,2006,2006-06-13
"35776","FL",13,6,2006,2006-06-13
"35777","CA",13,6,2006,2006-06-13
"35768","IA",14,6,2006,2006-06-14
"35769","CA",14,6,2006,2006-06-14
"35770","OH",14,6,2006,2006-06-14
"35771","FL",14,6,2006,2006-06-14
"35772","MO",14,6,2006,2006-06-14
"35773","CA",14,6,2006,2006-06-14
"35759","ID",15,6,2006,2006-06-15
"35760","FL",15,6,2006,2006-06-15
"35761","NJ",15,6,2006,2006-06-15
"35762","MO",15,6,2006,2006-06-15
"35763","NC",15,6,2006,2006-06-15
"35764","NC",15,6,2006,2006-06-15
"35765","NV",15,6,2006,2006-06-15
"35766","TX",15,6,2006,2006-06-15
"35767","NH",15,6,2006,2006-06-15
"35755","WA",16,6,2006,2006-06-16
"35756","TX",16,6,2006,2006-06-16
"35757","RI",16,6,2006,2006-06-16
"35758","TX",16,6,2006,2006-06-16
"35750","PA",17,6,2006,2006-06-17
"35751","FL",17,6,2006,2006-06-17
"35752","WA",17,6,2006,2006-06-17
"35753","OR",17,6,2006,2006-06-17
"35754","TX",17,6,2006,2006-06-17
"40860","NM",17,6,2006,2006-06-17
"35742","MA",18,6,2006,2006-06-18
"35743","MN",18,6,2006,2006-06-18
"35744","CO",18,6,2006,2006-06-18
"35745","GA",18,6,2006,2006-06-18
"35746","CA",18,6,2006,2006-06-18
"35747","AZ",18,6,2006,2006-06-18
"35748","FL",18,6,2006,2006-06-18
"35749","MI",18,6,2006,2006-06-18
"35737","AZ",19,6,2006,2006-06-19
"35738","IL",19,6,2006,2006-06-19
"35739","CA",19,6,2006,2006-06-19
"35740","FL",19,6,2006,2006-06-19
"35741","OH",19,6,2006,2006-06-19
"35730","SC",20,6,2006,2006-06-20
"35731","IN",20,6,2006,2006-06-20
"35732","DE",20,6,2006,2006-06-20
"35733","AZ",20,6,2006,2006-06-20
"35734","MD",20,6,2006,2006-06-20
"35735","NJ",20,6,2006,2006-06-20
"35736","OH",20,6,2006,2006-06-20
"35729","CA",21,6,2006,2006-06-21
"35726","IL",22,6,2006,2006-06-22
"35727","MD",22,6,2006,2006-06-22
"35728","OH",22,6,2006,2006-06-22
"35719","GA",23,6,2006,2006-06-23
"35720","FL",23,6,2006,2006-06-23
"35721","KS",23,6,2006,2006-06-23
"35722","NH",23,6,2006,2006-06-23
"35723","CO",23,6,2006,2006-06-23
"35724","TN",23,6,2006,2006-06-23
"35725","ID",23,6,2006,2006-06-23
"35717","TX",24,6,2006,2006-06-24
"35718","WA",24,6,2006,2006-06-24
"35713","FL",25,6,2006,2006-06-25
"35714","MA",25,6,2006,2006-06-25
"35715","VA",25,6,2006,2006-06-25
"35716","WI",25,6,2006,2006-06-25
"35709","AZ",26,6,2006,2006-06-26
"35710","MA",26,6,2006,2006-06-26
"35711","MO",26,6,2006,2006-06-26
"35712","VA",26,6,2006,2006-06-26
"35704","OK",27,6,2006,2006-06-27
"35705","CA",27,6,2006,2006-06-27
"35706","CA",27,6,2006,2006-06-27
"35707","OR",27,6,2006,2006-06-27
"35708","WA",27,6,2006,2006-06-27
"35701","MN",28,6,2006,2006-06-28
"35702","WY",28,6,2006,2006-06-28
"35703","TX",28,6,2006,2006-06-28
"35698","MI",29,6,2006,2006-06-29
"35699","WA",29,6,2006,2006-06-29
"35700","WA",29,6,2006,2006-06-29
"35687","FL",30,6,2006,2006-06-30
"35688","MO",30,6,2006,2006-06-30
"35689","FL",30,6,2006,2006-06-30
"35690","FL",30,6,2006,2006-06-30
"35691","CA",30,6,2006,2006-06-30
"35692","OK",30,6,2006,2006-06-30
"35693","CA",30,6,2006,2006-06-30
"35694","TN",30,6,2006,2006-06-30
"35695","MA",30,6,2006,2006-06-30
"35696","TX",30,6,2006,2006-06-30
"35697","MI",30,6,2006,2006-06-30
"35997","MA",1,7,2006,2006-07-01
"35998","MN",1,7,2006,2006-07-01
"35999","CA",1,7,2006,2006-07-01
"36000","OR",1,7,2006,2006-07-01
"36001","MI",1,7,2006,2006-07-01
"36967","CA",1,7,2006,2006-07-01
"36968","OR",1,7,2006,2006-07-01
"37744","NJ",1,7,2006,2006-07-01
"36963","CA",2,7,2006,2006-07-02
"36964","OH",2,7,2006,2006-07-02
"36965","VA",2,7,2006,2006-07-02
"36966","HI",2,7,2006,2006-07-02
"36962","OK",3,7,2006,2006-07-03
"35992","FL",4,7,2006,2006-07-04
"35993","NE",4,7,2006,2006-07-04
"35994","IL",4,7,2006,2006-07-04
"35995","PA",4,7,2006,2006-07-04
"35996","WI",4,7,2006,2006-07-04
"36958","CA",4,7,2006,2006-07-04
"36959","CA",4,7,2006,2006-07-04
"36960","FL",4,7,2006,2006-07-04
"36961","IL",4,7,2006,2006-07-04
"40928","PA",4,7,2006,2006-07-04
"334","AZ",5,7,2006,2006-07-05
"35989","AL",5,7,2006,2006-07-05
"35990","CA",5,7,2006,2006-07-05
"35991","WI",5,7,2006,2006-07-05
"35987","CA",6,7,2006,2006-07-06
"35988","CA",6,7,2006,2006-07-06
"35983","TX",7,7,2006,2006-07-07
"35984","KS",7,7,2006,2006-07-07
"35985","NC",7,7,2006,2006-07-07
"35986","AZ",7,7,2006,2006-07-07
"35976","AZ",8,7,2006,2006-07-08
"35977","WA",8,7,2006,2006-07-08
"35978","OH",8,7,2006,2006-07-08
"35979","TX",8,7,2006,2006-07-08
"35980","GA",8,7,2006,2006-07-08
"35981","TX",8,7,2006,2006-07-08
"35982","WA",8,7,2006,2006-07-08
"35974","CA",9,7,2006,2006-07-09
"35975","NV",9,7,2006,2006-07-09
"35970","NC",10,7,2006,2006-07-10
"35971","AZ",10,7,2006,2006-07-10
"35972","OR",10,7,2006,2006-07-10
"35973","CA",10,7,2006,2006-07-10
"35966","AZ",11,7,2006,2006-07-11
"35967","NJ",11,7,2006,2006-07-11
"35968","WI",11,7,2006,2006-07-11
"35969","WA",11,7,2006,2006-07-11
"35960","WI",12,7,2006,2006-07-12
"35961","WA",12,7,2006,2006-07-12
"35962","CO",12,7,2006,2006-07-12
"35963","FL",12,7,2006,2006-07-12
"35964","NC",12,7,2006,2006-07-12
"35965","AZ",12,7,2006,2006-07-12
"40927","NM",12,7,2006,2006-07-12
"35954","SC",13,7,2006,2006-07-13
"35955","GA",13,7,2006,2006-07-13
"35956","CA",13,7,2006,2006-07-13
"35957","CO",13,7,2006,2006-07-13
"35958","MI",13,7,2006,2006-07-13
"35959","WA",13,7,2006,2006-07-13
"333","CA",14,7,2006,2006-07-14
"35948","IA",14,7,2006,2006-07-14
"35949","CA",14,7,2006,2006-07-14
"35950","NJ",14,7,2006,2006-07-14
"35951","NY",14,7,2006,2006-07-14
"35952","IL",14,7,2006,2006-07-14
"35953","MI",14,7,2006,2006-07-14
"35927","NJ",15,7,2006,2006-07-15
"35928","MI",15,7,2006,2006-07-15
"35929","WI",15,7,2006,2006-07-15
"35930","ID",15,7,2006,2006-07-15
"35931","WV",15,7,2006,2006-07-15
"35932","IL",15,7,2006,2006-07-15
"35933","IL",15,7,2006,2006-07-15
"35934","ID",15,7,2006,2006-07-15
"35935","NJ",15,7,2006,2006-07-15
"35936","CA",15,7,2006,2006-07-15
"35937","NM",15,7,2006,2006-07-15
"35938","NE",15,7,2006,2006-07-15
"35939","IL",15,7,2006,2006-07-15
"35940","CA",15,7,2006,2006-07-15
"35941","IA",15,7,2006,2006-07-15
"35942","IL",15,7,2006,2006-07-15
"35943","OH",15,7,2006,2006-07-15
"35944","MA",15,7,2006,2006-07-15
"35945","MA",15,7,2006,2006-07-15
"35946","CA",15,7,2006,2006-07-15
"35947","PA",15,7,2006,2006-07-15
"332","IL",16,7,2006,2006-07-16
"35921","KS",16,7,2006,2006-07-16
"35922","CA",16,7,2006,2006-07-16
"35923","RI",16,7,2006,2006-07-16
"35924","IL",16,7,2006,2006-07-16
"35925","NY",16,7,2006,2006-07-16
"35926","CA",16,7,2006,2006-07-16
"35913","IL",17,7,2006,2006-07-17
"35914","TX",17,7,2006,2006-07-17
"35915","RI",17,7,2006,2006-07-17
"35916","CA",17,7,2006,2006-07-17
"35917","NV",17,7,2006,2006-07-17
"35918","MD",17,7,2006,2006-07-17
"35919","WA",17,7,2006,2006-07-17
"35920","NY",17,7,2006,2006-07-17
"35908","FL",18,7,2006,2006-07-18
"35909","WI",18,7,2006,2006-07-18
"35910","MI",18,7,2006,2006-07-18
"35911","CT",18,7,2006,2006-07-18
"35912","NJ",18,7,2006,2006-07-18
"40926","ID",18,7,2006,2006-07-18
"35903","NY",19,7,2006,2006-07-19
"35904","CA",19,7,2006,2006-07-19
"35905","AZ",19,7,2006,2006-07-19
"35906","AZ",19,7,2006,2006-07-19
"35907","CA",19,7,2006,2006-07-19
"35896","WA",20,7,2006,2006-07-20
"35897","WA",20,7,2006,2006-07-20
"35898","CA",20,7,2006,2006-07-20
"35899","ID",20,7,2006,2006-07-20
"35900","WA",20,7,2006,2006-07-20
"35901","OR",20,7,2006,2006-07-20
"35902","NM",20,7,2006,2006-07-20
"35890","PA",21,7,2006,2006-07-21
"35891","CA",21,7,2006,2006-07-21
"35892","NE",21,7,2006,2006-07-21
"35893","OR",21,7,2006,2006-07-21
"35894","AZ",21,7,2006,2006-07-21
"35895","WA",21,7,2006,2006-07-21
"35884","VA",22,7,2006,2006-07-22
"35885","CA",22,7,2006,2006-07-22
"35886","MO",22,7,2006,2006-07-22
"35887","AZ",22,7,2006,2006-07-22
"35888","IA",22,7,2006,2006-07-22
"35889","FL",22,7,2006,2006-07-22
"35881","WI",23,7,2006,2006-07-23
"35882","CA",23,7,2006,2006-07-23
"35883","NY",23,7,2006,2006-07-23
"35880","AR",24,7,2006,2006-07-24
"35873","MO",25,7,2006,2006-07-25
"35874","CA",25,7,2006,2006-07-25
"35875","FL",25,7,2006,2006-07-25
"35876","WA",25,7,2006,2006-07-25
"35877","FL",25,7,2006,2006-07-25
"35878","IA",25,7,2006,2006-07-25
"35879","OR",25,7,2006,2006-07-25
"35867","WA",26,7,2006,2006-07-26
"35868","MA",26,7,2006,2006-07-26
"35869","SC",26,7,2006,2006-07-26
"35870","GA",26,7,2006,2006-07-26
"35871","CA",26,7,2006,2006-07-26
"35872","MI",26,7,2006,2006-07-26
"35864","NC",27,7,2006,2006-07-27
"35865","KY",27,7,2006,2006-07-27
"35866","GA",27,7,2006,2006-07-27
"35859","TN",28,7,2006,2006-07-28
"35860","AZ",28,7,2006,2006-07-28
"35861","NJ",28,7,2006,2006-07-28
"35862","NY",28,7,2006,2006-07-28
"35863","CO",28,7,2006,2006-07-28
"331","CA",29,7,2006,2006-07-29
"35853","WA",29,7,2006,2006-07-29
"35854","VT",29,7,2006,2006-07-29
"35855","NH",29,7,2006,2006-07-29
"35856","KS",29,7,2006,2006-07-29
"35857","OR",29,7,2006,2006-07-29
"35858","KS",29,7,2006,2006-07-29
"35843","TX",30,7,2006,2006-07-30
"35844","KY",30,7,2006,2006-07-30
"35845","LA",30,7,2006,2006-07-30
"35846","TX",30,7,2006,2006-07-30
"35847","CA",30,7,2006,2006-07-30
"35848","MA",30,7,2006,2006-07-30
"35849","FL",30,7,2006,2006-07-30
"35850","OK",30,7,2006,2006-07-30
"35851","FL",30,7,2006,2006-07-30
"35852","MI",30,7,2006,2006-07-30
"35839","NC",31,7,2006,2006-07-31
"35840","WA",31,7,2006,2006-07-31
"35841","IN",31,7,2006,2006-07-31
"35842","OH",31,7,2006,2006-07-31
"36346","TX",1,8,2006,2006-08-01
"36347","CA",1,8,2006,2006-08-01
"36348","TX",1,8,2006,2006-08-01
"36349","OR",1,8,2006,2006-08-01
"36350","VA",1,8,2006,2006-08-01
"36351","OH",1,8,2006,2006-08-01
"36352","NE",1,8,2006,2006-08-01
"36353","MN",1,8,2006,2006-08-01
"36354","AZ",1,8,2006,2006-08-01
"36342","FL",2,8,2006,2006-08-02
"36343","CA",2,8,2006,2006-08-02
"36344","TN",2,8,2006,2006-08-02
"36345","MA",2,8,2006,2006-08-02
"36339","TN",3,8,2006,2006-08-03
"36340","CA",3,8,2006,2006-08-03
"36341","WA",3,8,2006,2006-08-03
"36332","MO",4,8,2006,2006-08-04
"36333","TX",4,8,2006,2006-08-04
"36334","IN",4,8,2006,2006-08-04
"36335","WV",4,8,2006,2006-08-04
"36336","CA",4,8,2006,2006-08-04
"36337","VA",4,8,2006,2006-08-04
"36338","IL",4,8,2006,2006-08-04
"339","TX",5,8,2006,2006-08-05
"36325","FL",5,8,2006,2006-08-05
"36326","PA",5,8,2006,2006-08-05
"36327","KY",5,8,2006,2006-08-05
"36328","WA",5,8,2006,2006-08-05
"36329","MI",5,8,2006,2006-08-05
"36330","TX",5,8,2006,2006-08-05
"36331","ME",5,8,2006,2006-08-05
"36316","NJ",6,8,2006,2006-08-06
"36317","CA",6,8,2006,2006-08-06
"36318","AZ",6,8,2006,2006-08-06
"36319","AZ",6,8,2006,2006-08-06
"36320","AZ",6,8,2006,2006-08-06
"36321","MT",6,8,2006,2006-08-06
"36322","CA",6,8,2006,2006-08-06
"36323","WA",6,8,2006,2006-08-06
"36324","TN",6,8,2006,2006-08-06
"36313","KY",7,8,2006,2006-08-07
"36314","PA",7,8,2006,2006-08-07
"36315","AR",7,8,2006,2006-08-07
"36306","TX",8,8,2006,2006-08-08
"36307","CA",8,8,2006,2006-08-08
"36308","PA",8,8,2006,2006-08-08
"36309","TX",8,8,2006,2006-08-08
"36310","AL",8,8,2006,2006-08-08
"36311","FL",8,8,2006,2006-08-08
"36312","CA",8,8,2006,2006-08-08
"36297","WA",9,8,2006,2006-08-09
"36298","CA",9,8,2006,2006-08-09
"36299","DE",9,8,2006,2006-08-09
"36300","TX",9,8,2006,2006-08-09
"36301","TX",9,8,2006,2006-08-09
"36302","FL",9,8,2006,2006-08-09
"36303","CA",9,8,2006,2006-08-09
"36304","IN",9,8,2006,2006-08-09
"36305","TX",9,8,2006,2006-08-09
"36293","MT",10,8,2006,2006-08-10
"36294","PA",10,8,2006,2006-08-10
"36295","MD",10,8,2006,2006-08-10
"36296","FL",10,8,2006,2006-08-10
"36289","IL",11,8,2006,2006-08-11
"36290","PA",11,8,2006,2006-08-11
"36291","CA",11,8,2006,2006-08-11
"36292","NY",11,8,2006,2006-08-11
"36282","MI",12,8,2006,2006-08-12
"36283","IA",12,8,2006,2006-08-12
"36284","NH",12,8,2006,2006-08-12
"36285","CO",12,8,2006,2006-08-12
"36286","AZ",12,8,2006,2006-08-12
"36287","MI",12,8,2006,2006-08-12
"36288","KY",12,8,2006,2006-08-12
"36272","GA",13,8,2006,2006-08-13
"36273","CA",13,8,2006,2006-08-13
"36274","WY",13,8,2006,2006-08-13
"36275","WA",13,8,2006,2006-08-13
"36276","AL",13,8,2006,2006-08-13
"36277","SC",13,8,2006,2006-08-13
"36278","WA",13,8,2006,2006-08-13
"36279","WA",13,8,2006,2006-08-13
"36280","OR",13,8,2006,2006-08-13
"36281","OH",13,8,2006,2006-08-13
"36264","WA",14,8,2006,2006-08-14
"36265","NC",14,8,2006,2006-08-14
"36266","NY",14,8,2006,2006-08-14
"36267","CA",14,8,2006,2006-08-14
"36268","AZ",14,8,2006,2006-08-14
"36269","GA",14,8,2006,2006-08-14
"36270","IN",14,8,2006,2006-08-14
"36271","TX",14,8,2006,2006-08-14
"36255","FL",15,8,2006,2006-08-15
"36256","NC",15,8,2006,2006-08-15
"36257","TN",15,8,2006,2006-08-15
"36258","CA",15,8,2006,2006-08-15
"36259","IL",15,8,2006,2006-08-15
"36260","MI",15,8,2006,2006-08-15
"36261","NE",15,8,2006,2006-08-15
"36262","WA",15,8,2006,2006-08-15
"36263","MI",15,8,2006,2006-08-15
"36246","CA",16,8,2006,2006-08-16
"36247","KY",16,8,2006,2006-08-16
"36248","TN",16,8,2006,2006-08-16
"36249","MA",16,8,2006,2006-08-16
"36250","MI",16,8,2006,2006-08-16
"36251","TX",16,8,2006,2006-08-16
"36252","IN",16,8,2006,2006-08-16
"36253","CA",16,8,2006,2006-08-16
"36254","OH",16,8,2006,2006-08-16
"36239","CA",17,8,2006,2006-08-17
"36240","OR",17,8,2006,2006-08-17
"36241","FL",17,8,2006,2006-08-17
"36242","IN",17,8,2006,2006-08-17
"36243","MI",17,8,2006,2006-08-17
"36244","AZ",17,8,2006,2006-08-17
"36245","IL",17,8,2006,2006-08-17
"36236","WA",18,8,2006,2006-08-18
"36237","NE",18,8,2006,2006-08-18
"36238","IL",18,8,2006,2006-08-18
"40931","NJ",18,8,2006,2006-08-18
"36012","WV",19,8,2006,2006-08-19
"36013","MO",19,8,2006,2006-08-19
"36014","CA",19,8,2006,2006-08-19
"36015","MI",19,8,2006,2006-08-19
"36229","CO",19,8,2006,2006-08-19
"36230","WA",19,8,2006,2006-08-19
"36231","OR",19,8,2006,2006-08-19
"36232","AR",19,8,2006,2006-08-19
"36233","CA",19,8,2006,2006-08-19
"36234","WA",19,8,2006,2006-08-19
"36235","ND",19,8,2006,2006-08-19
"36978","WA",19,8,2006,2006-08-19
"36009","MN",20,8,2006,2006-08-20
"36010","OR",20,8,2006,2006-08-20
"36011","NY",20,8,2006,2006-08-20
"37774","CA",20,8,2006,2006-08-20
"37775","CA",20,8,2006,2006-08-20
"37776","MD",20,8,2006,2006-08-20
"37777","CA",20,8,2006,2006-08-20
"37767","PA",21,8,2006,2006-08-21
"37768","CA",21,8,2006,2006-08-21
"37769","WI",21,8,2006,2006-08-21
"37770","MI",21,8,2006,2006-08-21
"37771","CA",21,8,2006,2006-08-21
"37772","PA",21,8,2006,2006-08-21
"37773","TX",21,8,2006,2006-08-21
"37759","MI",22,8,2006,2006-08-22
"37760","IL",22,8,2006,2006-08-22
"37761","NJ",22,8,2006,2006-08-22
"37762","AL",22,8,2006,2006-08-22
"37763","PA",22,8,2006,2006-08-22
"37764","FL",22,8,2006,2006-08-22
"37765","NJ",22,8,2006,2006-08-22
"37766","WV",22,8,2006,2006-08-22
"37755","CT",23,8,2006,2006-08-23
"37756","NY",23,8,2006,2006-08-23
"37757","MI",23,8,2006,2006-08-23
"37758","CA",23,8,2006,2006-08-23
"37751","OK",24,8,2006,2006-08-24
"37752","CA",24,8,2006,2006-08-24
"37753","FL",24,8,2006,2006-08-24
"37754","KY",24,8,2006,2006-08-24
"37746","NC",25,8,2006,2006-08-25
"37747","MO",25,8,2006,2006-08-25
"37748","HI",25,8,2006,2006-08-25
"37749","WA",25,8,2006,2006-08-25
"37750","UT",25,8,2006,2006-08-25
"36973","WA",26,8,2006,2006-08-26
"36974","CA",26,8,2006,2006-08-26
"36975","NY",26,8,2006,2006-08-26
"36976","FL",26,8,2006,2006-08-26
"36977","MI",26,8,2006,2006-08-26
"36971","NV",27,8,2006,2006-08-27
"36972","IA",27,8,2006,2006-08-27
"37745","AL",27,8,2006,2006-08-27
"36005","CA",29,8,2006,2006-08-29
"36006","SC",29,8,2006,2006-08-29
"36007","NE",29,8,2006,2006-08-29
"36008","TX",29,8,2006,2006-08-29
"36969","WI",29,8,2006,2006-08-29
"36970","CO",29,8,2006,2006-08-29
"36004","IL",30,8,2006,2006-08-30
"36002","CA",31,8,2006,2006-08-31
"36003","LA",31,8,2006,2006-08-31
"36496","IL",1,9,2006,2006-09-01
"36497","KY",1,9,2006,2006-09-01
"36498","WI",1,9,2006,2006-09-01
"36499","TX",1,9,2006,2006-09-01
"36500","WA",1,9,2006,2006-09-01
"36501","NY",1,9,2006,2006-09-01
"36502","AL",1,9,2006,2006-09-01
"36503","IL",1,9,2006,2006-09-01
"36504","TX",1,9,2006,2006-09-01
"36505","GA",1,9,2006,2006-09-01
"36486","MI",2,9,2006,2006-09-02
"36487","TX",2,9,2006,2006-09-02
"36488","NV",2,9,2006,2006-09-02
"36489","CA",2,9,2006,2006-09-02
"36490","CA",2,9,2006,2006-09-02
"36491","FL",2,9,2006,2006-09-02
"36492","CA",2,9,2006,2006-09-02
"36493","TX",2,9,2006,2006-09-02
"36494","CO",2,9,2006,2006-09-02
"36495","NY",2,9,2006,2006-09-02
"36481","WI",3,9,2006,2006-09-03
"36482","KY",3,9,2006,2006-09-03
"36483","MI",3,9,2006,2006-09-03
"36484","NC",3,9,2006,2006-09-03
"36485","VA",3,9,2006,2006-09-03
"36479","NE",4,9,2006,2006-09-04
"36480","PA",4,9,2006,2006-09-04
"36474","CA",5,9,2006,2006-09-05
"36475","CA",5,9,2006,2006-09-05
"36476","OH",5,9,2006,2006-09-05
"36477","AZ",5,9,2006,2006-09-05
"36478","TN",5,9,2006,2006-09-05
"36471","IL",6,9,2006,2006-09-06
"36472","FL",6,9,2006,2006-09-06
"36473","CT",6,9,2006,2006-09-06
"36465","AZ",7,9,2006,2006-09-07
"36466","HI",7,9,2006,2006-09-07
"36467","AZ",7,9,2006,2006-09-07
"36468","WA",7,9,2006,2006-09-07
"36469","OH",7,9,2006,2006-09-07
"36470","RI",7,9,2006,2006-09-07
"36460","IL",8,9,2006,2006-09-08
"36461","ME",8,9,2006,2006-09-08
"36462","PA",8,9,2006,2006-09-08
"36463","WA",8,9,2006,2006-09-08
"36464","NH",8,9,2006,2006-09-08
"36459","MN",9,9,2006,2006-09-09
"36457","CA",10,9,2006,2006-09-10
"36458","CA",10,9,2006,2006-09-10
"36452","NY",11,9,2006,2006-09-11
"36453","PA",11,9,2006,2006-09-11
"36454","TX",11,9,2006,2006-09-11
"36455","NJ",11,9,2006,2006-09-11
"36456","CA",11,9,2006,2006-09-11
"36445","CT",12,9,2006,2006-09-12
"36446","ME",12,9,2006,2006-09-12
"36447","IL",12,9,2006,2006-09-12
"36448","NV",12,9,2006,2006-09-12
"36449","MA",12,9,2006,2006-09-12
"36450","CA",12,9,2006,2006-09-12
"36451","OK",12,9,2006,2006-09-12
"36439","TX",13,9,2006,2006-09-13
"36440","CA",13,9,2006,2006-09-13
"36441","TX",13,9,2006,2006-09-13
"36442","NM",13,9,2006,2006-09-13
"36443","TX",13,9,2006,2006-09-13
"36444","CA",13,9,2006,2006-09-13
"36437","VA",14,9,2006,2006-09-14
"36438","AZ",14,9,2006,2006-09-14
"36427","NY",15,9,2006,2006-09-15
"36428","TX",15,9,2006,2006-09-15
"36429","CA",15,9,2006,2006-09-15
"36430","KY",15,9,2006,2006-09-15
"36431","ME",15,9,2006,2006-09-15
"36432","IN",15,9,2006,2006-09-15
"36433","MI",15,9,2006,2006-09-15
"36434","TX",15,9,2006,2006-09-15
"36435","OH",15,9,2006,2006-09-15
"36436","TN",15,9,2006,2006-09-15
"36420","CA",16,9,2006,2006-09-16
"36421","WA",16,9,2006,2006-09-16
"36422","OR",16,9,2006,2006-09-16
"36423","CA",16,9,2006,2006-09-16
"36424","CA",16,9,2006,2006-09-16
"36425","KY",16,9,2006,2006-09-16
"36426","CA",16,9,2006,2006-09-16
"36415","NV",17,9,2006,2006-09-17
"36416","GA",17,9,2006,2006-09-17
"36417","CA",17,9,2006,2006-09-17
"36418","CA",17,9,2006,2006-09-17
"36419","MD",17,9,2006,2006-09-17
"36411","NY",18,9,2006,2006-09-18
"36412","OR",18,9,2006,2006-09-18
"36413","CA",18,9,2006,2006-09-18
"36414","SC",18,9,2006,2006-09-18
"36409","TX",19,9,2006,2006-09-19
"36410","IL",19,9,2006,2006-09-19
"36404","IL",20,9,2006,2006-09-20
"36405","GA",20,9,2006,2006-09-20
"36406","ME",20,9,2006,2006-09-20
"36407","FL",20,9,2006,2006-09-20
"36408","TX",20,9,2006,2006-09-20
"36398","WA",21,9,2006,2006-09-21
"36399","CO",21,9,2006,2006-09-21
"36400","OH",21,9,2006,2006-09-21
"36401","CA",21,9,2006,2006-09-21
"36402","FL",21,9,2006,2006-09-21
"36403","IL",21,9,2006,2006-09-21
"36390","MA",22,9,2006,2006-09-22
"36391","CO",22,9,2006,2006-09-22
"36392","MA",22,9,2006,2006-09-22
"36393","FL",22,9,2006,2006-09-22
"36394","NJ",22,9,2006,2006-09-22
"36395","CA",22,9,2006,2006-09-22
"36396","TX",22,9,2006,2006-09-22
"36397","TX",22,9,2006,2006-09-22
"36385","MS",23,9,2006,2006-09-23
"36386","MN",23,9,2006,2006-09-23
"36387","UT",23,9,2006,2006-09-23
"36388","KY",23,9,2006,2006-09-23
"36389","CA",23,9,2006,2006-09-23
"36383","FL",24,9,2006,2006-09-24
"36384","CA",24,9,2006,2006-09-24
"36376","OR",25,9,2006,2006-09-25
"36377","NY",25,9,2006,2006-09-25
"36378","AZ",25,9,2006,2006-09-25
"36379","MN",25,9,2006,2006-09-25
"36380","WA",25,9,2006,2006-09-25
"36381","NH",25,9,2006,2006-09-25
"36382","LA",25,9,2006,2006-09-25
"36372","CA",26,9,2006,2006-09-26
"36373","TX",26,9,2006,2006-09-26
"36374","GA",26,9,2006,2006-09-26
"36375","OR",26,9,2006,2006-09-26
"36368","TX",27,9,2006,2006-09-27
"36369","KY",27,9,2006,2006-09-27
"36370","CA",27,9,2006,2006-09-27
"36371","CA",27,9,2006,2006-09-27
