"","state","mday","month","year","Date"
"24863","OH",22,11,2012,2012-11-22
"24864","ME",22,11,2012,2012-11-22
"25337","VT",22,11,2012,2012-11-22
"25338","AZ",22,11,2012,2012-11-22
"25339","MN",22,11,2012,2012-11-22
"25340","CT",22,11,2012,2012-11-22
"25341","NJ",22,11,2012,2012-11-22
"25342","CA",22,11,2012,2012-11-22
"25343","TX",22,11,2012,2012-11-22
"25838","VT",22,11,2012,2012-11-22
"25839","VA",22,11,2012,2012-11-22
"25840","NY",22,11,2012,2012-11-22
"25841","NY",22,11,2012,2012-11-22
"25842","NM",22,11,2012,2012-11-22
"25843","OH",22,11,2012,2012-11-22
"25844","CA",22,11,2012,2012-11-22
"25845","CA",22,11,2012,2012-11-22
"24404","VT",23,11,2012,2012-11-23
"24405","HI",23,11,2012,2012-11-23
"24406","HI",23,11,2012,2012-11-23
"24855","MI",23,11,2012,2012-11-23
"24856","SC",23,11,2012,2012-11-23
"25332","CT",23,11,2012,2012-11-23
"25333","WI",23,11,2012,2012-11-23
"25334","CA",23,11,2012,2012-11-23
"25335","NY",23,11,2012,2012-11-23
"25336","MI",23,11,2012,2012-11-23
"25835","MO",23,11,2012,2012-11-23
"25836","CA",23,11,2012,2012-11-23
"25837","MA",23,11,2012,2012-11-23
"24400","GA",24,11,2012,2012-11-24
"24401","FL",24,11,2012,2012-11-24
"24402","VA",24,11,2012,2012-11-24
"24403","SC",24,11,2012,2012-11-24
"24851","FL",24,11,2012,2012-11-24
"24852","PA",24,11,2012,2012-11-24
"24853","TX",24,11,2012,2012-11-24
"24854","CA",24,11,2012,2012-11-24
"25287","CT",24,11,2012,2012-11-24
"25330","AL",24,11,2012,2012-11-24
"25331","WA",24,11,2012,2012-11-24
"25830","FL",24,11,2012,2012-11-24
"25831","TX",24,11,2012,2012-11-24
"25832","FL",24,11,2012,2012-11-24
"25833","UT",24,11,2012,2012-11-24
"25834","AL",24,11,2012,2012-11-24
"41176","FL",24,11,2012,2012-11-24
"534","TN",25,11,2012,2012-11-25
"24398","CA",25,11,2012,2012-11-25
"24399","OR",25,11,2012,2012-11-25
"24848","MA",25,11,2012,2012-11-25
"24849","AK",25,11,2012,2012-11-25
"24850","IL",25,11,2012,2012-11-25
"25284","NJ",25,11,2012,2012-11-25
"25285","FL",25,11,2012,2012-11-25
"25286","GA",25,11,2012,2012-11-25
"25827","NJ",25,11,2012,2012-11-25
"25828","FL",25,11,2012,2012-11-25
"25829","NC",25,11,2012,2012-11-25
"24397","CA",26,11,2012,2012-11-26
"24847","WA",26,11,2012,2012-11-26
"25283","MA",26,11,2012,2012-11-26
"25825","MA",26,11,2012,2012-11-26
"25826","VA",26,11,2012,2012-11-26
"24395","AZ",27,11,2012,2012-11-27
"24396","OH",27,11,2012,2012-11-27
"24846","AZ",27,11,2012,2012-11-27
"25281","NY",27,11,2012,2012-11-27
"25282","SD",27,11,2012,2012-11-27
"25823","NC",27,11,2012,2012-11-27
"25824","IL",27,11,2012,2012-11-27
"24390","OH",28,11,2012,2012-11-28
"24391","CA",28,11,2012,2012-11-28
"24392","TN",28,11,2012,2012-11-28
"24393","TX",28,11,2012,2012-11-28
"24394","TN",28,11,2012,2012-11-28
"24841","ME",28,11,2012,2012-11-28
"24842","MO",28,11,2012,2012-11-28
"24843","KS",28,11,2012,2012-11-28
"24844","FL",28,11,2012,2012-11-28
"24845","AR",28,11,2012,2012-11-28
"25279","OR",28,11,2012,2012-11-28
"25280","ME",28,11,2012,2012-11-28
"25819","NJ",28,11,2012,2012-11-28
"25820","NY",28,11,2012,2012-11-28
"25821","SD",28,11,2012,2012-11-28
"25822","VA",28,11,2012,2012-11-28
"24387","AZ",29,11,2012,2012-11-29
"24388","RI",29,11,2012,2012-11-29
"24389","PA",29,11,2012,2012-11-29
"24838","KS",29,11,2012,2012-11-29
"24839","CT",29,11,2012,2012-11-29
"24840","CA",29,11,2012,2012-11-29
"25276","PA",29,11,2012,2012-11-29
"25277","TX",29,11,2012,2012-11-29
"25278","FL",29,11,2012,2012-11-29
"25817","VA",29,11,2012,2012-11-29
"25818","MD",29,11,2012,2012-11-29
"41354","CA",29,11,2012,2012-11-29
"24384","TX",30,11,2012,2012-11-30
"24385","GA",30,11,2012,2012-11-30
"24386","NC",30,11,2012,2012-11-30
"24836","WI",30,11,2012,2012-11-30
"24837","IL",30,11,2012,2012-11-30
"25275","CA",30,11,2012,2012-11-30
"25815","MA",30,11,2012,2012-11-30
"25816","SD",30,11,2012,2012-11-30
"25576","FL",1,12,2012,2012-12-01
"25577","VA",1,12,2012,2012-12-01
"25578","DE",1,12,2012,2012-12-01
"25979","FL",1,12,2012,2012-12-01
"25980","CA",1,12,2012,2012-12-01
"25981","TN",1,12,2012,2012-12-01
"25982","FL",1,12,2012,2012-12-01
"25983","WA",1,12,2012,2012-12-01
"41397","OH",1,12,2012,2012-12-01
"24596","AL",2,12,2012,2012-12-02
"25574","OR",2,12,2012,2012-12-02
"25575","IN",2,12,2012,2012-12-02
"25978","NV",2,12,2012,2012-12-02
"25570","MA",3,12,2012,2012-12-03
"25571","NY",3,12,2012,2012-12-03
"25572","FL",3,12,2012,2012-12-03
"25573","FL",3,12,2012,2012-12-03
"25975","VA",3,12,2012,2012-12-03
"25976","NY",3,12,2012,2012-12-03
"25977","AL",3,12,2012,2012-12-03
"25071","IN",4,12,2012,2012-12-04
"25072","AR",4,12,2012,2012-12-04
"25073","CA",4,12,2012,2012-12-04
"25074","WI",4,12,2012,2012-12-04
"25075","IN",4,12,2012,2012-12-04
"25076","IL",4,12,2012,2012-12-04
"25077","MN",4,12,2012,2012-12-04
"25078","CO",4,12,2012,2012-12-04
"25079","KS",4,12,2012,2012-12-04
"25080","NY",4,12,2012,2012-12-04
"25081","TX",4,12,2012,2012-12-04
"25082","IL",4,12,2012,2012-12-04
"41358","MO",4,12,2012,2012-12-04
"24595","IL",5,12,2012,2012-12-05
"25058","NJ",5,12,2012,2012-12-05
"25059","PA",5,12,2012,2012-12-05
"25060","SC",5,12,2012,2012-12-05
"25061","CT",5,12,2012,2012-12-05
"25062","OH",5,12,2012,2012-12-05
"25063","OH",5,12,2012,2012-12-05
"25064","NC",5,12,2012,2012-12-05
"25065","RI",5,12,2012,2012-12-05
"25066","DE",5,12,2012,2012-12-05
"25067","WA",5,12,2012,2012-12-05
"25068","VA",5,12,2012,2012-12-05
"25069","MD",5,12,2012,2012-12-05
"25070","NC",5,12,2012,2012-12-05
"24585","WA",6,12,2012,2012-12-06
"24586","DE",6,12,2012,2012-12-06
"24587","WA",6,12,2012,2012-12-06
"24588","IL",6,12,2012,2012-12-06
"24589","IN",6,12,2012,2012-12-06
"24590","MO",6,12,2012,2012-12-06
"24591","TX",6,12,2012,2012-12-06
"24592","NH",6,12,2012,2012-12-06
"24593","NV",6,12,2012,2012-12-06
"24594","CA",6,12,2012,2012-12-06
"25569","FL",6,12,2012,2012-12-06
"25974","OR",6,12,2012,2012-12-06
"540","CO",7,12,2012,2012-12-07
"24576","FL",7,12,2012,2012-12-07
"24577","TX",7,12,2012,2012-12-07
"24578","TX",7,12,2012,2012-12-07
"24579","IA",7,12,2012,2012-12-07
"24580","OR",7,12,2012,2012-12-07
"24581","VA",7,12,2012,2012-12-07
"24582","WY",7,12,2012,2012-12-07
"24583","CA",7,12,2012,2012-12-07
"24584","CO",7,12,2012,2012-12-07
"25568","TX",7,12,2012,2012-12-07
"25973","NY",7,12,2012,2012-12-07
"24571","NC",8,12,2012,2012-12-08
"24572","TX",8,12,2012,2012-12-08
"24573","NC",8,12,2012,2012-12-08
"24574","WI",8,12,2012,2012-12-08
"24575","NH",8,12,2012,2012-12-08
"25563","WA",8,12,2012,2012-12-08
"25564","FL",8,12,2012,2012-12-08
"25565","TX",8,12,2012,2012-12-08
"25566","SC",8,12,2012,2012-12-08
"25567","IA",8,12,2012,2012-12-08
"41318","ID",8,12,2012,2012-12-08
"24567","GA",9,12,2012,2012-12-09
"24568","VT",9,12,2012,2012-12-09
"24569","MA",9,12,2012,2012-12-09
"24570","AL",9,12,2012,2012-12-09
"25056","CA",9,12,2012,2012-12-09
"25057","MA",9,12,2012,2012-12-09
"25562","FL",9,12,2012,2012-12-09
"25972","CT",9,12,2012,2012-12-09
"24563","SC",10,12,2012,2012-12-10
"24564","FL",10,12,2012,2012-12-10
"24565","NC",10,12,2012,2012-12-10
"24566","NE",10,12,2012,2012-12-10
"25051","OK",10,12,2012,2012-12-10
"25052","SC",10,12,2012,2012-12-10
"25053","CO",10,12,2012,2012-12-10
"25054","IA",10,12,2012,2012-12-10
"25055","VT",10,12,2012,2012-12-10
"24560","TN",11,12,2012,2012-12-11
"24561","CA",11,12,2012,2012-12-11
"24562","NH",11,12,2012,2012-12-11
"25049","OR",11,12,2012,2012-12-11
"25050","NJ",11,12,2012,2012-12-11
"25561","MA",11,12,2012,2012-12-11
"25969","KS",11,12,2012,2012-12-11
"25970","SD",11,12,2012,2012-12-11
"25971","CA",11,12,2012,2012-12-11
"24557","OH",12,12,2012,2012-12-12
"24558","NH",12,12,2012,2012-12-12
"24559","WA",12,12,2012,2012-12-12
"25046","NH",12,12,2012,2012-12-12
"25047","OK",12,12,2012,2012-12-12
"25048","HI",12,12,2012,2012-12-12
"25557","MA",12,12,2012,2012-12-12
"25558","PA",12,12,2012,2012-12-12
"25559","IL",12,12,2012,2012-12-12
"25560","TN",12,12,2012,2012-12-12
"25965","CA",12,12,2012,2012-12-12
"25966","OH",12,12,2012,2012-12-12
"25967","VT",12,12,2012,2012-12-12
"25968","MO",12,12,2012,2012-12-12
"24552","NC",13,12,2012,2012-12-13
"24553","OR",13,12,2012,2012-12-13
"24554","AR",13,12,2012,2012-12-13
"24555","KY",13,12,2012,2012-12-13
"24556","PA",13,12,2012,2012-12-13
"24991","PA",13,12,2012,2012-12-13
"24992","MS",13,12,2012,2012-12-13
"25042","CA",13,12,2012,2012-12-13
"25043","TX",13,12,2012,2012-12-13
"25044","ME",13,12,2012,2012-12-13
"25045","TX",13,12,2012,2012-12-13
"25551","OH",13,12,2012,2012-12-13
"25552","MT",13,12,2012,2012-12-13
"25553","AZ",13,12,2012,2012-12-13
"25554","WI",13,12,2012,2012-12-13
"25555","OR",13,12,2012,2012-12-13
"25556","KY",13,12,2012,2012-12-13
"25961","IL",13,12,2012,2012-12-13
"25962","WI",13,12,2012,2012-12-13
"25963","MD",13,12,2012,2012-12-13
"25964","IN",13,12,2012,2012-12-13
"41139","IL",13,12,2012,2012-12-13
"24549","VA",14,12,2012,2012-12-14
"24550","IL",14,12,2012,2012-12-14
"24551","NY",14,12,2012,2012-12-14
"24988","MD",14,12,2012,2012-12-14
"24989","AK",14,12,2012,2012-12-14
"24990","CA",14,12,2012,2012-12-14
"25549","NV",14,12,2012,2012-12-14
"25550","OH",14,12,2012,2012-12-14
"25957","WV",14,12,2012,2012-12-14
"25958","TN",14,12,2012,2012-12-14
"25959","CA",14,12,2012,2012-12-14
"25960","NC",14,12,2012,2012-12-14
"24547","NH",15,12,2012,2012-12-15
"24548","ME",15,12,2012,2012-12-15
"24984","NY",15,12,2012,2012-12-15
"24985","OR",15,12,2012,2012-12-15
"24986","CA",15,12,2012,2012-12-15
"24987","GA",15,12,2012,2012-12-15
"25547","TX",15,12,2012,2012-12-15
"25548","PA",15,12,2012,2012-12-15
"25953","MA",15,12,2012,2012-12-15
"25954","MA",15,12,2012,2012-12-15
"25955","CT",15,12,2012,2012-12-15
"25956","NC",15,12,2012,2012-12-15
"24544","FL",16,12,2012,2012-12-16
"24545","CA",16,12,2012,2012-12-16
"24546","HI",16,12,2012,2012-12-16
"24982","CA",16,12,2012,2012-12-16
"24983","OK",16,12,2012,2012-12-16
"25544","FL",16,12,2012,2012-12-16
"25545","ME",16,12,2012,2012-12-16
"25546","WA",16,12,2012,2012-12-16
"25951","NY",16,12,2012,2012-12-16
"25952","FL",16,12,2012,2012-12-16
"24543","CA",17,12,2012,2012-12-17
"24981","TX",17,12,2012,2012-12-17
"25950","FL",17,12,2012,2012-12-17
"24542","CA",18,12,2012,2012-12-18
"24974","NY",18,12,2012,2012-12-18
"24975","IA",18,12,2012,2012-12-18
"24976","MO",18,12,2012,2012-12-18
"24977","FL",18,12,2012,2012-12-18
"24978","CA",18,12,2012,2012-12-18
"24979","FL",18,12,2012,2012-12-18
"24980","KY",18,12,2012,2012-12-18
"25541","TX",18,12,2012,2012-12-18
"25542","NC",18,12,2012,2012-12-18
"25543","AR",18,12,2012,2012-12-18
"25949","AL",18,12,2012,2012-12-18
"24540","MA",19,12,2012,2012-12-19
"24541","NC",19,12,2012,2012-12-19
"24970","NE",19,12,2012,2012-12-19
"24971","AK",19,12,2012,2012-12-19
"24972","MA",19,12,2012,2012-12-19
"24973","CA",19,12,2012,2012-12-19
"25539","PA",19,12,2012,2012-12-19
"25540","GA",19,12,2012,2012-12-19
"25948","FL",19,12,2012,2012-12-19
"539","ME",20,12,2012,2012-12-20
"24538","WV",20,12,2012,2012-12-20
"24539","SC",20,12,2012,2012-12-20
"24966","AL",20,12,2012,2012-12-20
"24967","AZ",20,12,2012,2012-12-20
"24968","OH",20,12,2012,2012-12-20
"24969","IA",20,12,2012,2012-12-20
"25534","FL",20,12,2012,2012-12-20
"25535","WA",20,12,2012,2012-12-20
"25536","OK",20,12,2012,2012-12-20
"25537","MD",20,12,2012,2012-12-20
"25538","OH",20,12,2012,2012-12-20
"25944","FL",20,12,2012,2012-12-20
"25945","OK",20,12,2012,2012-12-20
"25946","MA",20,12,2012,2012-12-20
"25947","WA",20,12,2012,2012-12-20
"580","CA",21,12,2012,2012-12-21
"24535","UT",21,12,2012,2012-12-21
"24536","GA",21,12,2012,2012-12-21
"24537","TX",21,12,2012,2012-12-21
"24960","OR",21,12,2012,2012-12-21
"24961","WA",21,12,2012,2012-12-21
"24962","TX",21,12,2012,2012-12-21
"24963","AL",21,12,2012,2012-12-21
"24964","WA",21,12,2012,2012-12-21
"24965","FL",21,12,2012,2012-12-21
"25533","FL",21,12,2012,2012-12-21
"25941","MI",21,12,2012,2012-12-21
"25942","MS",21,12,2012,2012-12-21
"25943","MO",21,12,2012,2012-12-21
"41179","OR",21,12,2012,2012-12-21
"41317","MT",21,12,2012,2012-12-21
"24521","FL",22,12,2012,2012-12-22
"24522","OH",22,12,2012,2012-12-22
"24523","OH",22,12,2012,2012-12-22
"24524","MO",22,12,2012,2012-12-22
"24525","FL",22,12,2012,2012-12-22
"24526","MI",22,12,2012,2012-12-22
"24527","VA",22,12,2012,2012-12-22
"24528","NH",22,12,2012,2012-12-22
"24529","MI",22,12,2012,2012-12-22
"24530","CA",22,12,2012,2012-12-22
"24531","NE",22,12,2012,2012-12-22
"24532","IL",22,12,2012,2012-12-22
"24533","CT",22,12,2012,2012-12-22
"24534","TX",22,12,2012,2012-12-22
"24958","TX",22,12,2012,2012-12-22
"24959","SD",22,12,2012,2012-12-22
"25940","WA",22,12,2012,2012-12-22
"41138","AZ",22,12,2012,2012-12-22
"757","MD",23,12,2012,2012-12-23
"24955","IN",23,12,2012,2012-12-23
"24956","AL",23,12,2012,2012-12-23
"24957","MO",23,12,2012,2012-12-23
"25527","VA",23,12,2012,2012-12-23
"25528","WA",23,12,2012,2012-12-23
"25529","FL",23,12,2012,2012-12-23
"25530","GA",23,12,2012,2012-12-23
"25531","DE",23,12,2012,2012-12-23
"25532","FL",23,12,2012,2012-12-23
"25936","NH",23,12,2012,2012-12-23
"25937","WI",23,12,2012,2012-12-23
"25938","OH",23,12,2012,2012-12-23
"25939","VA",23,12,2012,2012-12-23
"25510","FL",24,12,2012,2012-12-24
"25511","CA",24,12,2012,2012-12-24
"25512","FL",24,12,2012,2012-12-24
"25513","CA",24,12,2012,2012-12-24
"25514","NV",24,12,2012,2012-12-24
"25515","ID",24,12,2012,2012-12-24
"25516","NJ",24,12,2012,2012-12-24
"25517","MN",24,12,2012,2012-12-24
"25518","FL",24,12,2012,2012-12-24
"25519","OR",24,12,2012,2012-12-24
"25520","FL",24,12,2012,2012-12-24
"25521","MA",24,12,2012,2012-12-24
"25522","VT",24,12,2012,2012-12-24
"25523","CT",24,12,2012,2012-12-24
"25524","ME",24,12,2012,2012-12-24
"25525","FL",24,12,2012,2012-12-24
"25526","OR",24,12,2012,2012-12-24
"41303","FL",24,12,2012,2012-12-24
"643","NY",25,12,2012,2012-12-25
"25491","UT",25,12,2012,2012-12-25
"25492","FL",25,12,2012,2012-12-25
"25493","PA",25,12,2012,2012-12-25
"25494","MD",25,12,2012,2012-12-25
"25495","PA",25,12,2012,2012-12-25
"25496","ME",25,12,2012,2012-12-25
"25497","MA",25,12,2012,2012-12-25
"25498","NY",25,12,2012,2012-12-25
"25499","MI",25,12,2012,2012-12-25
"25500","OR",25,12,2012,2012-12-25
"25501","MN",25,12,2012,2012-12-25
"25502","FL",25,12,2012,2012-12-25
"25503","AK",25,12,2012,2012-12-25
"25504","VT",25,12,2012,2012-12-25
"25505","FL",25,12,2012,2012-12-25
"25506","PA",25,12,2012,2012-12-25
"25507","FL",25,12,2012,2012-12-25
"25508","FL",25,12,2012,2012-12-25
"25509","FL",25,12,2012,2012-12-25
"41487","VA",25,12,2012,2012-12-25
"25486","CA",26,12,2012,2012-12-26
"25487","IL",26,12,2012,2012-12-26
"25488","IA",26,12,2012,2012-12-26
"25489","AK",26,12,2012,2012-12-26
"25490","NY",26,12,2012,2012-12-26
"24519","GA",27,12,2012,2012-12-27
"24520","NC",27,12,2012,2012-12-27
"24953","FL",27,12,2012,2012-12-27
"24954","AL",27,12,2012,2012-12-27
"25482","WA",27,12,2012,2012-12-27
"25483","NY",27,12,2012,2012-12-27
"25484","NV",27,12,2012,2012-12-27
"25485","DE",27,12,2012,2012-12-27
"25934","FL",27,12,2012,2012-12-27
"25935","MI",27,12,2012,2012-12-27
"579","FL",28,12,2012,2012-12-28
"24517","WA",28,12,2012,2012-12-28
"24518","MN",28,12,2012,2012-12-28
"24946","SC",28,12,2012,2012-12-28
"24947","AZ",28,12,2012,2012-12-28
"24948","WA",28,12,2012,2012-12-28
"24949","DE",28,12,2012,2012-12-28
"24950","IL",28,12,2012,2012-12-28
"24951","TX",28,12,2012,2012-12-28
"24952","OH",28,12,2012,2012-12-28
"25479","DE",28,12,2012,2012-12-28
"25480","MD",28,12,2012,2012-12-28
"25481","AK",28,12,2012,2012-12-28
"25933","ID",28,12,2012,2012-12-28
"41357","WA",28,12,2012,2012-12-28
"24941","MT",29,12,2012,2012-12-29
"24942","OK",29,12,2012,2012-12-29
"24943","NC",29,12,2012,2012-12-29
"24944","HI",29,12,2012,2012-12-29
"24945","KS",29,12,2012,2012-12-29
"25466","MO",29,12,2012,2012-12-29
"25467","LA",29,12,2012,2012-12-29
"25468","IA",29,12,2012,2012-12-29
"25469","SC",29,12,2012,2012-12-29
"24507","CA",30,12,2012,2012-12-30
"24508","FL",30,12,2012,2012-12-30
"24509","CA",30,12,2012,2012-12-30
"24510","MD",30,12,2012,2012-12-30
"24511","NM",30,12,2012,2012-12-30
"24512","MD",30,12,2012,2012-12-30
"24513","CA",30,12,2012,2012-12-30
"24514","CO",30,12,2012,2012-12-30
"24515","VT",30,12,2012,2012-12-30
"24516","OR",30,12,2012,2012-12-30
"538","OR",31,12,2012,2012-12-31
"613","FL",31,12,2012,2012-12-31
"24501","FL",31,12,2012,2012-12-31
"24502","HI",31,12,2012,2012-12-31
"24503","ME",31,12,2012,2012-12-31
"24504","VT",31,12,2012,2012-12-31
"24505","TN",31,12,2012,2012-12-31
"24506","CA",31,12,2012,2012-12-31
"24931","CA",31,12,2012,2012-12-31
"24932","MT",31,12,2012,2012-12-31
"24933","NV",31,12,2012,2012-12-31
"24934","OR",31,12,2012,2012-12-31
"24935","OR",31,12,2012,2012-12-31
"24936","MN",31,12,2012,2012-12-31
"24937","FL",31,12,2012,2012-12-31
"24938","ID",31,12,2012,2012-12-31
"24939","SC",31,12,2012,2012-12-31
"24940","IL",31,12,2012,2012-12-31
"25452","NV",31,12,2012,2012-12-31
"25453","CA",31,12,2012,2012-12-31
"25454","WA",31,12,2012,2012-12-31
"25455","MT",31,12,2012,2012-12-31
"25456","VA",31,12,2012,2012-12-31
"25457","SC",31,12,2012,2012-12-31
"25458","GA",31,12,2012,2012-12-31
"25459","CA",31,12,2012,2012-12-31
"25460","TX",31,12,2012,2012-12-31
"25461","AZ",31,12,2012,2012-12-31
"25462","LA",31,12,2012,2012-12-31
"25463","NH",31,12,2012,2012-12-31
"25464","KY",31,12,2012,2012-12-31
"25465","MS",31,12,2012,2012-12-31
"25925","SC",31,12,2012,2012-12-31
"25926","NC",31,12,2012,2012-12-31
"25927","FL",31,12,2012,2012-12-31
"25928","WA",31,12,2012,2012-12-31
"25929","FL",31,12,2012,2012-12-31
"25930","FL",31,12,2012,2012-12-31
"25931","CA",31,12,2012,2012-12-31
"25932","AL",31,12,2012,2012-12-31
"41137","ID",31,12,2012,2012-12-31
"41316","AZ",31,12,2012,2012-12-31
"24640","FL",1,1,2013,2013-01-01
"24641","CA",1,1,2013,2013-01-01
"24642","FL",1,1,2013,2013-01-01
"24643","FL",1,1,2013,2013-01-01
"24644","SC",1,1,2013,2013-01-01
"24645","FL",1,1,2013,2013-01-01
"24646","PA",1,1,2013,2013-01-01
"24647","CA",1,1,2013,2013-01-01
"24648","VA",1,1,2013,2013-01-01
"25210","UT",1,1,2013,2013-01-01
"25211","PA",1,1,2013,2013-01-01
"25212","CA",1,1,2013,2013-01-01
"25213","FL",1,1,2013,2013-01-01
"25214","VT",1,1,2013,2013-01-01
"25215","FL",1,1,2013,2013-01-01
"25216","WA",1,1,2013,2013-01-01
"25217","UT",1,1,2013,2013-01-01
"25218","WV",1,1,2013,2013-01-01
"25219","CA",1,1,2013,2013-01-01
"25220","HI",1,1,2013,2013-01-01
"25221","CA",1,1,2013,2013-01-01
"25222","TX",1,1,2013,2013-01-01
"25223","MT",1,1,2013,2013-01-01
"25224","CA",1,1,2013,2013-01-01
"25629","HI",1,1,2013,2013-01-01
"25630","CA",1,1,2013,2013-01-01
"25631","FL",1,1,2013,2013-01-01
"25632","AK",1,1,2013,2013-01-01
"25633","FL",1,1,2013,2013-01-01
"25634","NH",1,1,2013,2013-01-01
"25635","FL",1,1,2013,2013-01-01
"25636","MD",1,1,2013,2013-01-01
"25637","MS",1,1,2013,2013-01-01
"25638","WA",1,1,2013,2013-01-01
"26034","PA",1,1,2013,2013-01-01
"26035","CA",1,1,2013,2013-01-01
"26036","TX",1,1,2013,2013-01-01
"26037","CA",1,1,2013,2013-01-01
"26038","TX",1,1,2013,2013-01-01
"26039","CA",1,1,2013,2013-01-01
"41245","CA",1,1,2013,2013-01-01
"41360","FL",1,1,2013,2013-01-01
"24639","NV",2,1,2013,2013-01-02
"25209","WA",2,1,2013,2013-01-02
"25628","CT",2,1,2013,2013-01-02
"26033","CA",2,1,2013,2013-01-02
"24637","CA",3,1,2013,2013-01-03
"24638","CO",3,1,2013,2013-01-03
"25165","CA",3,1,2013,2013-01-03
"25166","TN",3,1,2013,2013-01-03
"25208","NY",3,1,2013,2013-01-03
"25625","CA",3,1,2013,2013-01-03
"25626","IL",3,1,2013,2013-01-03
"25627","CA",3,1,2013,2013-01-03
"26030","WA",3,1,2013,2013-01-03
"26031","SD",3,1,2013,2013-01-03
"26032","VA",3,1,2013,2013-01-03
"24635","SD",4,1,2013,2013-01-04
"24636","CA",4,1,2013,2013-01-04
"25164","MA",4,1,2013,2013-01-04
"25624","TN",4,1,2013,2013-01-04
"26028","PA",4,1,2013,2013-01-04
"26029","NY",4,1,2013,2013-01-04
"24632","MA",5,1,2013,2013-01-05
"24633","CA",5,1,2013,2013-01-05
"24634","IA",5,1,2013,2013-01-05
"25161","NJ",5,1,2013,2013-01-05
"25162","CA",5,1,2013,2013-01-05
"25163","CA",5,1,2013,2013-01-05
"25621","CO",5,1,2013,2013-01-05
"25622","NY",5,1,2013,2013-01-05
"25623","CO",5,1,2013,2013-01-05
"26024","WI",5,1,2013,2013-01-05
"26025","ME",5,1,2013,2013-01-05
"26026","OH",5,1,2013,2013-01-05
"26027","WA",5,1,2013,2013-01-05
"24631","TX",6,1,2013,2013-01-06
"25156","VA",6,1,2013,2013-01-06
"25157","TX",6,1,2013,2013-01-06
"25158","IA",6,1,2013,2013-01-06
"25159","OK",6,1,2013,2013-01-06
"25160","CA",6,1,2013,2013-01-06
"25617","MA",6,1,2013,2013-01-06
"25618","AL",6,1,2013,2013-01-06
"25619","MO",6,1,2013,2013-01-06
"25620","FL",6,1,2013,2013-01-06
"26023","IL",6,1,2013,2013-01-06
"24630","MA",7,1,2013,2013-01-07
"25155","WI",7,1,2013,2013-01-07
"25616","TN",7,1,2013,2013-01-07
"26022","MD",7,1,2013,2013-01-07
"24629","UT",8,1,2013,2013-01-08
"25152","OR",8,1,2013,2013-01-08
"25153","SC",8,1,2013,2013-01-08
"25154","NC",8,1,2013,2013-01-08
"25613","NY",8,1,2013,2013-01-08
"25614","SC",8,1,2013,2013-01-08
"25615","CA",8,1,2013,2013-01-08
"26020","MA",8,1,2013,2013-01-08
"26021","ME",8,1,2013,2013-01-08
"581","IA",9,1,2013,2013-01-09
"24628","CA",9,1,2013,2013-01-09
"26019","WI",9,1,2013,2013-01-09
"24626","VA",10,1,2013,2013-01-10
"24627","TX",10,1,2013,2013-01-10
"25150","MI",10,1,2013,2013-01-10
"25151","MA",10,1,2013,2013-01-10
"25611","OH",10,1,2013,2013-01-10
"25612","MA",10,1,2013,2013-01-10
"26017","AL",10,1,2013,2013-01-10
"26018","MN",10,1,2013,2013-01-10
"25149","NC",11,1,2013,2013-01-11
"25610","FL",11,1,2013,2013-01-11
"26016","FL",11,1,2013,2013-01-11
"24624","SC",12,1,2013,2013-01-12
"24625","UT",12,1,2013,2013-01-12
"25147","CA",12,1,2013,2013-01-12
"25148","FL",12,1,2013,2013-01-12
"25607","SD",12,1,2013,2013-01-12
"25608","GA",12,1,2013,2013-01-12
"25609","WA",12,1,2013,2013-01-12
"26014","UT",12,1,2013,2013-01-12
"26015","CA",12,1,2013,2013-01-12
"24622","CA",13,1,2013,2013-01-13
"24623","VA",13,1,2013,2013-01-13
"25146","FL",13,1,2013,2013-01-13
"25605","NC",13,1,2013,2013-01-13
"25606","MI",13,1,2013,2013-01-13
"26013","MT",13,1,2013,2013-01-13
"24619","WI",14,1,2013,2013-01-14
"24620","AZ",14,1,2013,2013-01-14
"24621","RI",14,1,2013,2013-01-14
"25145","CT",14,1,2013,2013-01-14
"25602","MI",14,1,2013,2013-01-14
"25603","AZ",14,1,2013,2013-01-14
"25604","CA",14,1,2013,2013-01-14
"26010","ME",14,1,2013,2013-01-14
"26011","VA",14,1,2013,2013-01-14
"26012","CA",14,1,2013,2013-01-14
"24617","WA",15,1,2013,2013-01-15
"24618","OH",15,1,2013,2013-01-15
"25143","FL",15,1,2013,2013-01-15
"25144","SC",15,1,2013,2013-01-15
"25599","LA",15,1,2013,2013-01-15
"25600","AZ",15,1,2013,2013-01-15
"25601","IA",15,1,2013,2013-01-15
"26009","WA",15,1,2013,2013-01-15
"25597","WA",16,1,2013,2013-01-16
"25598","FL",16,1,2013,2013-01-16
"26007","NV",16,1,2013,2013-01-16
"26008","AZ",16,1,2013,2013-01-16
"24614","TX",17,1,2013,2013-01-17
"24615","MT",17,1,2013,2013-01-17
"24616","OR",17,1,2013,2013-01-17
"25140","MI",17,1,2013,2013-01-17
"25141","MN",17,1,2013,2013-01-17
"25142","VA",17,1,2013,2013-01-17
"25594","OH",17,1,2013,2013-01-17
"25595","PA",17,1,2013,2013-01-17
"25596","TX",17,1,2013,2013-01-17
"26006","FL",17,1,2013,2013-01-17
"24612","FL",18,1,2013,2013-01-18
